3083958	0	27794472	MICHAEL T. MOTLEY	0
3084432	0	44662560	Caroline Henton	0
3085621	0	22615389	Raymond B. Nixon	0
3095616	0	10934039	H. Leslie Steeves	17062
3113109	0	2673278	JANET BEAVIN BAVELAS	0
3113109	1	47182170	ALEX BLACK	0
3113109	2	23382185	NICOLE CHOVIL	0
3113109	3	2883465	CHARLES R. LEMERY	0
3113109	4	7113630	JENNIFER MULLETT	0
3119693	0	28562961	Dietram A. Scheufele	0
3119700	0	34187064	Bertram Scheufele	0
3119710	0	18060599	Holli A. Semetko	0
3119710	1	18060600	Patti M. Valkenburg	0
3119754	0	53379131	Robert M. Entman	0
3122986	0	50008678	Richard A. Rogers	831
3127977	0	28118255	Frederick Newmeyer	0
3151005	0	42249840	Jürgen Streeck	18561
3164126	0	2686370	JOSEPH B. WALTHER	0
3177281	0	47415585	Michael Morgan	20345
3188549	0	18161440	Ellen Wartella	0
3188549	1	904192	Byron Reeves	0
3190412	0	52704333	Mark R. Levy	0
3190413	0	52704333	Mark R. Levy	710
3193799	0	130289	Alan Newell	0
3198201	0	2920620	Leo Bogart	0
3201530	0	42259463	MICHAEL BILLIG	11983
3203874	0	36526170	Phil Graham	0
3210266	0	18449241	Jörg Zinken	17452
3214065	0	44247005	Maureen Stone	0
3215769	0	34301694	Candace White	0
3215769	1	42716962	John M. II scheb	0
3217154	0	34276298	D. P. Crandall	0
3244107	0	53779603	Michael W. Kramer	12689
3244107	1	44992548	Ronda Roberts Callister	12689
3244107	2	44615361	Daniel B. Turban	12689
3247764	0	2944613	D. C. Pelz	0
3263880	0	51556691	Juan Carlos Molleda	0
3264507	0	1826304	Eszter Hargittai	0
3265580	0	18052006	David B. Buller	845
3265580	1	42281874	Krystyna D. Strzyzewski	0
3265580	2	45450528	Jamie Comstock	16955
3265582	0	147737	Judee K. Burgoon	845
3265582	1	18052006	David B. Buller	845
3265582	2	18066925	Laura K. Guerrero	14286
3265582	3	10790567	Walid A. Afifi	16846
3265582	4	52729664	Clyde M. Feldman	845
3268585	0	34197894	R. Lance Holbert	16846
3278659	0	23553323	John Gastil	18939
3292924	0	18129765	Bruce Garrison	12611
3300402	0	42279784	C. H. Weiss	0
3304402	0	36900829	Christian Metz	0
3307846	0	45117958	Samuel Gyasi Obeng	10565
3308393	0	45549591	C. Westby	0
3308459	0	8214375	Alfredo Ardila	8714
3308468	0	4375659	V. Wong	0
3308468	1	47195392	P. W. H. Lee	0
3308468	2	34200355	F. Lieh-Mak	0
3308468	3	26060439	C. Y. Yeung	0
3308468	4	18206843	P. W. L. Leung	0
3308468	5	34200358	S. L Luk	0
3308468	6	52010814	E. Yiu	0
3314466	0	42349051	J. Kevin Barge	5108
3320962	0	2356502	Jolene Galegher	964
3320962	1	728164	Lee Sproull	5533
3320962	2	2471321	S. KIESLER	0
3323249	0	483370	Naomi S. Baron	4555
3328112	0	2977497	Jan Bedrosian	0
3334119	0	55016060	George Gerbner	0
3334119	1	42278841	Larry Gross	0
3352056	0	23571725	ELIZABETH H. STOKOE	0
3352056	1	24068227	JANET SMITHSON	12745
3352278	0	49363956	Annie Lang	0
3352278	1	34314439	Deborah Potter	0
3352278	2	17946297	Maria Elizabeth Grabe	0
3354430	0	42281910	Charalampos Farmakis	0
3354430	1	34203494	Evangelia Kopanaki	0
3354430	2	34203495	Dracoulis Martakos	0
3355708	0	923723	K. W. McCAIN	0
3361888	0	18174373	Eytan Gilboa	0
3361956	0	34166533	George A. Donohue	17249
3361956	1	34166532	Philip J. Tichenor	17249
3361956	2	56087131	C. N. Olien	17249
3370660	0	10799273	Douglas A. Ferguson	5244
3372723	0	34204810	Cecilie Gaziano	0
3372723	1	42826617	Kristin McGrath	0
3375185	0	17910745	D. Buckingham	0
3375192	0	56446721	Adam Simon	0
3375192	1	28367235	Michael Xenos	0
3375221	0	23449854	SONIA LIVINGSTONE	12174
3375232	0	45100153	Roberto Amaral	0
3375232	1	42282689	Cesar Guimarães	0
3375293	0	3431171	Leo W. Jeffres	0
3375293	1	28816587	Jean Dobos	0
3375293	2	46616496	Jae-Won Lee	0
3375459	0	23449854	Sonia Livingstone	0
3380910	0	17904880	A. CUMMING	0
3381206	0	35625629	Paul Chilton	18935
3381206	1	44271753	Mikhail Ilyin	2639
3416642	0	5397993	Gina Conti-Ramsden	0
3416642	1	53341930	Jane Dykins	0
3418555	0	18073285	Chris M. Anson	0
3418555	1	34208047	L. Lee Forsberg	0
3438345	0	23902007	R. H. Haswell	0
3445123	0	18011698	Kenneth R Pugh	19433
3445123	1	2840646	W. Einar Mencl	19433
3445123	2	52483271	Annette R Jenner	19433
3445123	3	47573583	Leonard Katz	19433
3445123	4	18122347	Stephen J Frost	19433
3445123	5	4238092	Jun Ren Lee	19433
3445123	6	23383688	Sally E Shaywitz	19433
3445123	7	23383690	Bennett A Shaywitz	19433
3453221	0	46063416	James W. Tankard	0
3453221	1	51602631	Michael Ryan	16128
3464229	0	147737	Judee K. Burgoon	845
3464229	1	23824618	Jerold L. Hale	13881
3491498	0	28241761	Franklin J. Boster	0
3499514	0	23449854	Sonia Livingstone	12174
3540214	0	42288322	Albert C. Gunther	0
3549777	0	55196548	Ellen M. Kelly	0
3556703	0	34166326	Scott Althaus	0
3556703	1	18100483	David Tewksbury	0
3557152	0	34215454	W. RAY THOMASON	0
3557152	1	42244447	ROBERT HOPPER	0
3560191	0	36936554	Ilse Kracke	0
3560365	0	3299433	Andrew J. Flanagin	661
3560365	1	3489182	Miriam J. Metzger	661
3567157	0	42289297	JAMES R. BENIGER	0
3570190	0	42289411	DONALD G. ELLIS	0
3570190	1	47550335	B. AUBREY FISHER	0
3571149	0	2531551	M. Jayaram	0
3577656	0	44662560	Caroline Henton	0
3580953	0	3067463	Gary W. Selnow	0
3583854	0	42597293	David L. Swanson	687
3584131	0	34217391	Dan Berkowitz	0
3584131	1	34436430	David Pritchard	0
3584478	0	23380105	Michael Schudson	0
3588067	0	46313289	J. W. DEARING	0
3588067	1	42290198	G. MEYER	0
3588067	2	54138381	J. KAZMIERCZAK	0
3588461	0	1359205	Margaret Wetherell	13782
3590988	0	54997233	Lucia A. Reisch	17607
3603428	0	23441742	SUSAN CONDOR	11940
3605495	0	427479	Teun A. van Dijk	2426
3608051	0	50414535	John L. Arnott	0
3608051	1	10819837	Muhammad Y. Javed	0
3612639	0	5719123	CR Berger	0
3614483	0	18081655	Gaye Tuchman	0
3621273	0	45082497	James L. Rogers	0
3629393	0	10244631	Kim Witte	657
3640760	0	53547576	Gerard O'Brien	4236
3640760	1	18054552	Jon Opie	4236
3657873	0	3417213	Neil Selwyn	0
3669367	0	42293490	Daniel J. Canary	13718
3669367	1	55108328	Laura Stafford	13832
3672473	0	22871595	Guy Golan	0
3672541	0	34223905	Martin Allor	6400
3676353	0	52602376	Eleanor Singer	0
3676353	1	45525094	Phyllis Endreny	0
3685479	0	34188224	Lana F. Rakow	0
3709368	0	7092592	H. THOMAS HURT	0
3709368	1	23453235	KATHERINE JOSEPH	0
3709368	2	51060696	CHESTER D. COOK	0
3715996	0	28166165	Yungwook Kim	0
3751241	0	60440	MARGARET L. McLAUGHLIN	0
3751241	1	10942742	MICHAEL J. CODY	0
3751241	2	34229061	CARL S. ROBEY	0
3751272	0	2673278	JANET BEAVIN BAVELAS	0
3781484	0	41732715	Barbara F. Fuller	0
3781484	1	54265911	Yoshiyuki Horii	0
3782839	0	42297685	Stephanie F. Stokes	0
3782839	1	23962587	Tara L. Whitehill	0
3782995	0	44605021	T. Gold	0
3786058	0	18227966	Glen T. Cameron	0
3808137	0	34232484	NAEWON KANG	0
3808137	1	42811949	JUNHO H. CHOI	0
3812967	0	17901463	Steven R. Corman	0
3812967	1	42298832	Timothy Kuhn	0
3812967	2	42298833	Robert D. Mcphee	0
3812967	3	1306821	Kevin J. Dooley	0
3814549	0	1141934	D. Jeffery Higginbotham	0
3814549	1	2977497	Jan L. Bedrosian	0
3814667	0	53075605	Donald Dean Morley	16725
3819609	0	18217781	DOUGLAS M. McLEOD	0
3819609	1	3218428	WILLIAM P. EVELAND	0
3819609	2	34233615	AMY I. NATHANSON	0
3825181	0	45162062	Annette Gough	14641
3826219	0	876443	VINCENT PRICE	0
3826219	1	18100483	DAVID TEWKSBURY	0
3826219	2	1865932	ELIZABETH POWERS	0
3832808	0	52665659	H. Denis Wu	0
3835727	0	42436738	Cameron B. Armstrong	0
3835727	1	44270487	Alan M. Rubin	0
3835840	0	17946298	K. HYLAND	0
3835856	0	52659169	Malcolm Coulthard	0
3835856	1	52659170	Margaret Ashby	0
3839745	0	42665355	S. A. BERNHARDT	0
3839745	1	10552937	P. G. WOJAHN	0
3839745	2	42450465	P. R. EDWARDS	0
3843038	0	49662553	Charles Atkin	0
3843038	1	53821540	John Hocking	0
3843038	2	22588247	Martin Block	0
3843058	0	42299747	MATS LIEBERG	0
3843446	0	17931690	Everett M. Rogers	0
3843446	1	3155008	Livia Antola	0
3843663	0	42299780	Nancy Signorielli	0
3843663	1	42299781	Margaret Lears	0
3843664	0	42299780	Nancy Signorielli	0
3843664	1	42299782	Jessica Staples	0
3843705	0	586784	John P. Robinson	0
3843705	1	35863329	Dennis K. Davis	0
3843711	0	35332742	JOHN B. CHRISTIANSEN	0
3848267	0	49658464	Cynthia L. Selfe	0
3848267	1	47540928	Paul R. Meyer	0
3852133	0	50250530	William R. Elliott	0
3852133	1	45161260	William L. Rosenberg	0
3861519	0	52783909	Joseph N. Cappella	0
3868881	0	10425008	James R. Taylor	0
3868881	1	35621795	Franois Cooren	0
3868881	2	47324182	Nicoce Giroux	0
3868881	3	42300862	Daniel Robichaud	0
3869172	0	12736827	David Waterman	10565
3869172	1	3163102	Krishna P. Jayakar	0
3870918	0	47175030	MICHAEL L. HECHT	0
3875137	0	53270310	David Oswell	0
3875790	0	18092533	James N. Rosse	0
3889609	0	46538627	Joel J. Davis	0
3892503	0	45115033	V. Barker	0
3892503	1	23460990	H. Giles	0
3892503	2	3170459	K. Noels	0
3892503	3	35295622	J. Duck	0
3892503	4	42252920	M L Hecht	0
3892503	5	52323826	R. Clement	0
3896401	0	1654154	David K. Farkas	18939
3897053	0	12736827	David Waterman	0
3901812	0	50008678	RICHARD A. ROGERS	831
3901812	1	34239614	JULIE KALIL SCHUTTEN	18533
3908296	0	53526644	Michael Schudson	16754
3908689	0	34240204	LAWRENCE J. VALE	0
3909120	0	51635350	June-ock Yum	15805
3915572	0	18179527	Dhavan V. Shah	19084
3915572	1	18179528	Nojin Kwak	0
3915572	2	4917404	Mike Schmierbach	0
3915572	3	42303192	Jessica Zubric	0
3919005	0	10621414	Ruth Garrett Millikan	16795
3920528	0	49363956	Annie Lang	0
3929228	0	23843708	C. Jewitt	0
3930399	0	34208573	Walter R. Fisher	18400
3931662	0	35110332	Erica J. Benson	10065
3932897	0	45340191	S. COLEMAN	0
3934155	0	34348410	Karin Wahl-Jorgensen	0
3934307	0	42211592	Michael Palmquist	0
3934307	1	720584	Richard Young	0
3939486	0	34415616	D. Hartman	0
3945716	0	34365223	Eric W. Rothenbuhler	17062
3947509	0	52705891	Joseph Schmitz	18612
3947509	1	17931690	Everett M. Rogers	3939
3947509	2	56741210	Ken Phillips	0
3947509	3	52501720	Donald Paschal	0
3951444	0	28241761	FRANKLIN J. BOSTER	0
3951444	1	45928900	JOSÉ I. RODRÍGUEZ	0
3951444	2	54128474	MICHAEL G. CRUZ	0
3951444	3	7387727	LINDA MARSHALL	0
3953186	0	10656564	Josh Boyd	0
3954703	0	27331126	LINDA L. PUTNAM	0
3954703	1	53373722	TRICIA S. JONES	0
3956835	0	44606845	Summer Smith	0
3960743	0	34526001	R. Hobbs	0
3963607	0	18095666	K. J. Tusing	0
3963607	1	4367063	J. P. Dillard	0
3968171	0	1319695	Bruce Bimber	0
3969145	0	34204976	Gadi Wolfsfeld	0
3969718	0	56653082	Peter R. Monge	0
3972099	0	34938417	MICHAEL B. SALWEN	0
3972099	1	42429200	MICHEL DUPAGNE	0
3976493	0	2660719	Franz A. Foltz	683
3977189	0	51512767	Robin Patric Clair	14369
3977562	0	1141934	D. Jeffery Higginbotham	0
