9833	22	10
25139	22	10
69673	22	10
81349	22	10
82145	22	10
86166	22	10
87724	22	10
121463	22	10
137622	22	10
205511	22	10
224905	22	10
272525	22	10
545396	22	10
597809	22	10
1249559	22	10
1257754	22	10
1257937	22	10
1258444	22	10
1270987	22	10
1274398	22	10
1276613	22	10
1277159	22	10
1295283	22	10
1306296	22	10
1308463	22	10
1322727	22	10
1330227	22	10
1336311	22	10
1344622	22	10
1350971	22	10
1352451	22	10
1363074	22	10
1365805	22	10
1366316	22	10
1367126	22	10
1384482	22	10
1393634	22	10
1396790	22	10
1933733	22	10
1935243	22	10
1943476	22	10
1967067	22	10
1974370	22	10
1975952	22	10
1976753	22	10
1976768	22	10
1977230	22	10
1977308	22	10
1979857	22	10
1979872	22	10
1987700	22	10
1995723	22	10
1997469	22	10
2002533	22	10
2002832	22	10
2006966	22	10
2012590	22	10
2012591	22	10
2012595	22	10
2013497	22	10
2015741	22	10
2022470	22	10
2022676	22	10
2037239	22	10
2047908	22	10
2050155	22	10
2051037	22	10
2051701	22	10
2053170	22	10
2054592	22	10
2060857	22	10
2061142	22	10
2062393	22	10
2065310	22	10
2065311	22	10
2065624	22	10
2073226	22	10
2073655	22	10
2074385	22	10
2075248	22	10
2075605	22	10
2077114	22	10
2083657	22	10
2083658	22	10
2084444	22	10
2084582	22	10
2093780	22	10
2098239	22	10
2099696	22	10
2099916	22	10
2100402	22	10
2102553	22	10
2105927	22	10
2106433	22	10
2111948	22	10
2111955	22	10
2111956	22	10
2113684	22	10
2121527	22	10
2121876	22	10
2122796	22	10
2139336	22	10
2139337	22	10
2140638	22	10
2278058	22	10
2314082	22	10
2374743	22	10
2377415	22	10
2378696	22	10
2383094	22	10
2383875	22	10
2385970	22	10
2396914	22	10
2403974	22	10
2406303	22	10
2408931	22	10
2410128	22	10
2410413	22	10
2546679	22	10
2547778	22	10
2552328	22	10
2552570	22	10
2552728	22	10
2559523	22	10
2559749	22	10
2561322	22	10
2563149	22	10
2564036	22	10
2564825	22	10
2564873	22	10
2567762	22	10
2568317	22	10
2568948	22	10
2569162	22	10
2575710	22	10
2576482	22	10
2576487	22	10
2581987	22	10
2585014	22	10
2585462	22	10
2585891	22	10
2591054	22	10
2611233	22	10
2612499	22	10
2617115	22	10
2621404	22	10
2628071	22	10
2630459	22	10
2636863	22	10
2638635	22	10
