2	2	18
38	2	18
43	2	18
86	2	18
93	2	18
109	2	18
177	2	18
180	2	18
226	2	18
241	2	18
291	2	18
313	2	18
409	2	18
478	2	18
490	2	18
501	2	18
534	2	18
550	2	18
553	2	18
576	2	18
618	2	18
638	2	18
648	2	18
717	2	18
722	2	18
748	2	18
750	2	18
762	2	18
796	2	18
807	2	18
813	2	18
844	2	18
932	2	18
964	2	18
992	2	18
993	2	18
1028	2	18
1118	2	18
1168	2	18
1202	2	18
1210	2	18
1241	2	18
1250	2	18
1279	2	18
1283	2	18
1302	2	18
1320	2	18
1340	2	18
1397	2	18
1435	2	18
1456	2	18
1527	2	18
1571	2	18
1581	2	18
1606	2	18
1629	2	18
1632	2	18
1642	2	18
1647	2	18
1651	2	18
1791	2	18
1812	2	18
1838	2	18
1842	2	18
1864	2	18
1866	2	18
1870	2	18
1920	2	18
1933	2	18
1944	2	18
1971	2	18
1986	2	18
1990	2	18
2006	2	18
2010	2	18
2089	2	18
2096	2	18
2143	2	18
2149	2	18
2150	2	18
2202	2	18
2245	2	18
2296	2	18
2339	2	18
2353	2	18
2376	2	18
2383	2	18
2387	2	18
2392	2	18
2403	2	18
2406	2	18
2412	2	18
2414	2	18
2426	2	18
2486	2	18
2513	2	18
2514	2	18
2516	2	18
2562	2	18
2572	2	18
2585	2	18
2592	2	18
2616	2	18
2631	2	18
2637	2	18
2648	2	18
2703	2	18
2731	2	18
2742	2	18
2748	2	18
2785	2	18
2792	2	18
2814	2	18
2819	2	18
2841	2	18
2867	2	18
2908	2	18
2928	2	18
2934	2	18
3000	2	18
3013	2	18
3029	2	18
3070	2	18
3162	2	18
3174	2	18
3187	2	18
3257	2	18
3278	2	18
3299	2	18
3328	2	18
3336	2	18
3339	2	18
3409	2	18
3491	2	18
3576	2	18
3614	2	18
3715	2	18
3781	2	18
3822	2	18
3926	2	18
3941	2	18
3968	2	18
3981	2	18
4006	2	18
4072	2	18
4091	2	18
4134	2	18
4169	2	18
4200	2	18
4264	2	18
4280	2	18
4365	2	18
4387	2	18
4413	2	18
4430	2	18
4466	2	18
4477	2	18
4532	2	18
4544	2	18
4553	2	18
4570	2	18
4632	2	18
4650	2	18
4764	2	18
4785	2	18
4818	2	18
4906	2	18
4924	2	18
4978	2	18
4985	2	18
5034	2	18
5078	2	18
5171	2	18
5227	2	18
5318	2	18
5565	2	18
5846	2	18
5860	2	18
5953	2	18
5986	2	18
5990	2	18
5991	2	18
5992	2	18
6098	2	18
6238	2	18
6279	2	18
6330	2	18
6486	2	18
6845	2	18
6996	2	18
7164	2	18
7175	2	18
7189	2	18
7311	2	18
7544	2	18
7604	2	18
7620	2	18
7734	2	18
7859	2	18
7914	2	18
7928	2	18
7949	2	18
8033	2	18
8043	2	18
8155	2	18
8177	2	18
8274	2	18
8281	2	18
8290	2	18
8392	2	18
8454	2	18
8468	2	18
8511	2	18
8527	2	18
8549	2	18
8678	2	18
8938	2	18
9029	2	18
9176	2	18
9202	2	18
9209	2	18
9641	2	18
9912	2	18
9991	2	18
9998	2	18
10049	2	18
10154	2	18
10232	2	18
10304	2	18
10426	2	18
10439	2	18
10521	2	18
10529	2	18
10563	2	18
10637	2	18
10660	2	18
10782	2	18
11052	2	18
11281	2	18
11431	2	18
11499	2	18
11608	2	18
11785	2	18
12270	2	18
12300	2	18
12406	2	18
12482	2	18
12676	2	18
12723	2	18
12764	2	18
12795	2	18
12899	2	18
12911	2	18
12998	2	18
13024	2	18
13373	2	18
13480	2	18
13575	2	18
13645	2	18
13914	2	18
13937	2	18
13957	2	18
14014	2	18
14015	2	18
14193	2	18
14211	2	18
14237	2	18
14253	2	18
14339	2	18
14459	2	18
14498	2	18
14511	2	18
14519	2	18
14603	2	18
14616	2	18
14699	2	18
14792	2	18
14798	2	18
15101	2	18
15106	2	18
15143	2	18
15237	2	18
15293	2	18
15301	2	18
15347	2	18
15365	2	18
15535	2	18
15549	2	18
15590	2	18
15613	2	18
15829	2	18
15870	2	18
15927	2	18
16068	2	18
16112	2	18
16154	2	18
16591	2	18
16657	2	18
16817	2	18
16823	2	18
16893	2	18
16908	2	18
16974	2	18
17000	2	18
17247	2	18
17324	2	18
17460	2	18
17474	2	18
17599	2	18
17670	2	18
17839	2	18
17930	2	18
18143	2	18
18286	2	18
18324	2	18
18429	2	18
18580	2	18
18635	2	18
18643	2	18
18689	2	18
18745	2	18
18910	2	18
18945	2	18
19010	2	18
19014	2	18
19216	2	18
19300	2	18
19312	2	18
19318	2	18
19367	2	18
19440	2	18
19495	2	18
19497	2	18
19867	2	18
19942	2	18
19962	2	18
20059	2	18
20327	2	18
20667	2	18
20744	2	18
20766	2	18
20768	2	18
20870	2	18
20943	2	18
20953	2	18
21024	2	18
21089	2	18
21139	2	18
21223	2	18
21244	2	18
21291	2	18
21315	2	18
21317	2	18
