78902	22	2
88631	22	2
89149	22	2
91068	22	2
100513	22	2
100750	22	2
101990	22	2
102269	22	2
107122	22	2
116699	22	2
252126	22	2
253873	22	2
261987	22	2
399535	22	2
413539	22	2
593931	22	2
1248163	22	2
1249073	22	2
1255561	22	2
1264387	22	2
1268652	22	2
1279422	22	2
1286185	22	2
1290171	22	2
1291142	22	2
1299883	22	2
1311616	22	2
1312004	22	2
1318222	22	2
1319467	22	2
1321184	22	2
1334599	22	2
1349860	22	2
1350146	22	2
1353497	22	2
1356390	22	2
1359454	22	2
1362994	22	2
1364437	22	2
1365562	22	2
1372125	22	2
1376683	22	2
1376856	22	2
1388660	22	2
1393252	22	2
1395132	22	2
1395558	22	2
1402459	22	2
1605249	22	2
1884005	22	2
1911303	22	2
1924798	22	2
1936222	22	2
1939435	22	2
1944050	22	2
1944288	22	2
1945633	22	2
1947691	22	2
1949703	22	2
1953075	22	2
1960471	22	2
1977821	22	2
1980595	22	2
2002177	22	2
2006316	22	2
2006653	22	2
2006673	22	2
2007568	22	2
2012144	22	2
2013010	22	2
2027050	22	2
2039191	22	2
2045203	22	2
2047177	22	2
2053454	22	2
2053546	22	2
2057313	22	2
2057337	22	2
2057342	22	2
2060636	22	2
2064321	22	2
2066186	22	2
2068846	22	2
2073078	22	2
2073228	22	2
2076092	22	2
2076412	22	2
2082696	22	2
2092208	22	2
2094287	22	2
2095084	22	2
2097221	22	2
2097736	22	2
2098384	22	2
2098778	22	2
2098781	22	2
2103994	22	2
2108547	22	2
2111952	22	2
2113562	22	2
2115869	22	2
2117323	22	2
2118042	22	2
2119360	22	2
2124228	22	2
2127397	22	2
2134017	22	2
2134936	22	2
2136605	22	2
2146512	22	2
2285863	22	2
2368606	22	2
2383692	22	2
2385521	22	2
2398381	22	2
2411806	22	2
2546972	22	2
2547787	22	2
2550976	22	2
2552267	22	2
2595081	22	2
2608470	22	2
2616781	22	2
2629254	22	2
2638046	22	2
2638087	22	2
2641572	22	2
2654984	22	2
2655079	22	2
2657770	22	2
2667717	22	2
2669432	22	2
2677804	22	2
2697107	22	2
2698640	22	2
2700790	22	2
2709544	22	2
2733886	22	2
2734192	22	2
2753353	22	2
2755005	22	2
2755007	22	2
2757030	22	2
2785265	22	2
2794217	22	2
2795223	22	2
2825428	22	2
2830943	22	2
2831028	22	2
2845539	22	2
2845696	22	2
2846441	22	2
2847321	22	2
2854872	22	2
2856123	22	2
2856443	22	2
2856741	22	2
2856879	22	2
2856880	22	2
2857109	22	2
2858510	22	2
2859667	22	2
2874490	22	2
2874874	22	2
2878490	22	2
2878496	22	2
2883245	22	2
2897133	22	2
2898177	22	2
2898283	22	2
2904752	22	2
2915136	22	2
2915239	22	2
2915317	22	2
2928300	22	2
2929166	22	2
2931405	22	2
2931521	22	2
2931581	22	2
2962105	22	2
2964642	22	2
2970809	22	2
2982166	22	2
2982967	22	2
3010970	22	2
3011543	22	2
3013535	22	2
3013948	22	2
3015746	22	2
3024139	22	2
3024277	22	2
3031782	22	2
3058215	22	2
3069330	22	2
3076205	22	2
3076238	22	2
3078754	22	2
3080642	22	2
3083958	22	2
3084432	22	2
3085621	22	2
3095616	22	2
3113109	22	2
3119693	22	2
3119700	22	2
3119710	22	2
3119754	22	2
3122986	22	2
3127977	22	2
3151005	22	2
3164126	22	2
3177281	22	2
3188549	22	2
3190412	22	2
3190413	22	2
3193799	22	2
3198201	22	2
3201530	22	2
3203874	22	2
3210266	22	2
3214065	22	2
3215769	22	2
3217154	22	2
3244107	22	2
3247764	22	2
3263880	22	2
3264507	22	2
3265580	22	2
3265582	22	2
3268585	22	2
